tweet_id,created_at,tweets,location,retweets,favorites,Hashtags,processed_tweet,tweet_sentiment
1580871497467727872,2022-10-14 10:41:50,"In our world today, if you are not online, you’re almost non-existent - Taiwo Ajayi (Panel Session Day 1) 
#datafestafrica #datafestafrica2022",Nigeria,0,3,#datafestafrica #datafestafrica2022,world online youre almost nonexistent taiwo ajayi panel session,neutral
1580870817717506048,2022-10-14 10:39:08,"A bit of what I got from @dbrownAnalyst session at @DataFestAfrica
Data teams responsibilities 
1. Ground work
2. Questions
3. Actions
@dbrownAnalyst #DF22 #datafestafrica #DataFestAfrica22 @Yinkaoke @datafestafrica",Nigeria,2,1,#df22 #datafestafrica #datafestafrica22,bit got session teams responsibilities ground work questions actions df,neutral
1580870364283871234,2022-10-14 10:37:20,"Data Fest Africa 2022. Data Culture and Teams delivered by @dbrownAnalyst  and one key message I noted is that ""Every customer wants consistency""which equates customer satisfaction. #datafestafrica #DFA22 @DataFestAfrica @nerodata_ https://t.co/7XGGGLH9JI",Nigeria,1,4,#datafestafrica #dfa22,fest africa culture teams delivered key message noted every customer wants consistencywhich equates customer satisfaction,positive
1580869893599031298,2022-10-14 10:35:28,The conference just commenced and I already learnt a lot. Now I have to work on being purple and get domain expertise as a data science #datafestafrica #DataFest22 @BondeyStephen @DataFestAfrica @Emekaihejirika5 @iamoluyimikas https://t.co/LZluoz1Rxw,No location,1,6,#datafestafrica #datafest22,conference commenced already learnt lot work purple get domain expertise science,neutral
1580869766851416064,2022-10-14 10:34:58,"Panel section going on and these panelists are dishing out tons of information. @DataFestAfrica @TheDataEngrDuke @Yinkaoke 
#DFA22 #DataFestAfrica22 https://t.co/7zGc3vBDNo",Ibadan Nigeria,0,5,#dfa22 #datafestafrica22,panel section going panelists dishing tons information,neutral
1580869479348989952,2022-10-14 10:33:49,We are here #DataScience #datafestafrica #DataFest22 https://t.co/5kKGZC3K7b,Ogun state,2,13,#datascience #datafestafrica #datafest22,datascience,neutral
1580868839356928000,2022-10-14 10:31:17,"We are here @DataFestAfrica @dev_roosevelt where are you guys say hi if you are here 
#datafestafrica https://t.co/2PlwRy6gdZ",Lagos,7,43,#datafestafrica,roosevelt guys say hi,neutral
1580868553858633730,2022-10-14 10:30:09,"Am in a journey of having a domain knowledge in finance and hearing @beejan elaborate more on its importance is really giving... Curiosity 💯
 #datafestafrica2022 @Yinkaoke @TheDataEngrDuke @DataFestAfrica @DavidAbu #datafestafrica2022",Durban South Africa,5,19,#datafestafrica2022 #datafestafrica2022,journey domain knowledge finance hearing elaborate importance really giving curiosity,positive
1580868035866681346,2022-10-14 10:28:05,"Everything about data is context. 
#DataFest22 #DFA #datafestafrica 
#PanelSession https://t.co/tYkLSfCxju",Lagos Nigeria,0,11,#datafest22 #dfa #datafestafrica #panelsession,everything context panelsession,neutral
1580868014014357505,2022-10-14 10:28:00,"At DataFestAfrica Conference.

#DataFest22 #DataFestAfrica22 #DFA22 https://t.co/yQXvE4O81Z",No location,0,3,#datafest22 #datafestafrica22 #dfa22,conference,neutral
1580867915460448262,2022-10-14 10:27:36,"It's Day 1
#datafestafrica2022 #DFA22

@DataFestAfrica https://t.co/GOEW0M4BvC",No location,6,41,#datafestafrica2022 #dfa22,,neutral
1580867743082897412,2022-10-14 10:26:55,"""Curiosity is key. Be curious."" -Rowland Ogbonda
@DataFestAfrica @Yinkaoke 
#datafestafrica2022 #DFA22",Federal Capital Territory Nig,2,6,#datafestafrica2022 #dfa22,curiosity key curious rowland ogbonda,negative
1580867312047251457,2022-10-14 10:25:12,"#datafestafrica #datafestafrica2022 #DataFest22 
@TheDataEngrDuke 

Consistency is key @dbrownAnalyst #DFA22 https://t.co/OHWvfTNTU2",No location,0,2,#datafestafrica #datafestafrica2022 #datafest22 #dfa22,consistency key,neutral
1580867048284246016,2022-10-14 10:24:10,"Here at @DataFestAfrica with @Kabitiii. Just learnt about the importance of domain knowledge in every data role because insights cannot generated if you do not know the insights to generate.

#DataFestAfrica22
#DFA22 https://t.co/RFkkOaEhy4",Ibadan Nigeria,1,7,#datafestafrica22 #dfa22,learnt importance domain knowledge every role insights generated know insights generate,neutral
1580866902389243907,2022-10-14 10:23:35,"Panel session about to go down! 
@DataFestAfrica @DavidAbu_ @saltypip #DFA22 #DataFestAfrica22 https://t.co/WAKzuTjseO",Lagos,2,8,#dfa22 #datafestafrica22,panel session go,neutral
1580866562793164801,2022-10-14 10:22:14,"Consistently networking @DataFestAfrica On my way to becoming a purple person, as Dr. Jania Okwechimba advised 🤩 The databenders with me are @SeyiPrisca @_williamspraise 

#DFA22 #DataFestAfrica22 https://t.co/I7Y7opQTnT",Lagos Nigeria,5,33,#dfa22 #datafestafrica22,consistently networking way becoming purple person dr jania okwechimba advised databenders williamspraise,positive
1580866217396830209,2022-10-14 10:20:51,How my Friday is going🤩@datafestafrica #datafestafrica2022 #DFA22 https://t.co/OMkTA3qdX5,No location,2,24,#datafestafrica2022 #dfa22,going,neutral
1580866129693528068,2022-10-14 10:20:31,"Domain Knowledge is the knowledge and understanding of a particular field and it makes you valuable.
@Yinkaoke @datafestafrica @TheDataEngrDuke 
#datafestafrica2022 https://t.co/z0dS7DXplv",Evolving ,2,10,#datafestafrica2022,domain knowledge knowledge understanding particular field makes valuable,positive
1580866036148371457,2022-10-14 10:20:08,"Soft Boy driving the train🔥🔥🔥
#datafestafrica2022 #datafestafrica https://t.co/gZ0aU4JgjX",Lagos,0,1,#datafestafrica2022 #datafestafrica,soft boy driving train,positive
1580866012383059969,2022-10-14 10:20:03,"Centralize data, democratize it and then optimize data. This is a good culture to emulate. A nice lesson from @dbrownAnalyst at 
@datafestafrica.

@Yinkaoke and 
@TheDataEngrDuke are doing nice work here..

#DataFestAfrica22
#DFA22",Port Harcourt,2,18,#datafestafrica22 #dfa22,centralize democratize optimize good culture emulate nice lesson nice work,positive
1580865794514120704,2022-10-14 10:19:11,Had to sneak in a selfie with @Emekaihejirika5 to save this moment🤗! Taking a lot of learnings at #DataFestAfrica22. CC: @DataFestAfrica @Yinkaoke https://t.co/qdE2300JPm,Lagos Nigeria,1,5,#datafestafrica22,sneak selfie save moment taking lot learnings cc,neutral
1580865748855328768,2022-10-14 10:19:00,"Live at Datafest Africa,Unilag!! 
 If you're not here,you're definitely in a wrong place..lol

#datafestafrica2022 #datafestafrica #DataFest22 https://t.co/yDLUpSYJt1",No location,0,4,#datafestafrica2022 #datafestafrica #datafest22,live africaunilag youre hereyoure definitely wrong placelol,negative
1580865641460142081,2022-10-14 10:18:34,Ya'll should register asap https://t.co/ENyt5BW11r,Lagos Nigeria,0,3,,yall register asap,neutral
1580865628415852545,2022-10-14 10:18:31,"Domain Knowledge:

As a Data professional domain knowledge can not be neglected.
That sets you aside from the rest.
@DataFestAfrica 

#DataFestAfrica22
#DFA22 
@TheDataEngrDuke 
@Yinkaoke",Nigeria,0,1,#datafestafrica22 #dfa22,domain knowledge professional domain knowledge neglected sets aside rest,positive
1580865371023605760,2022-10-14 10:17:30,"Live at the @DataFestAfrica conference 

#DFA2022 #DataFestAfrica
@TheDataEngrDuke https://t.co/In5fxgZWYr",Ondo Nigeria,0,5,#dfa2022 #datafestafrica,live conference,positive
1580865344217878529,2022-10-14 10:17:23,"To learn any tool effectively, first learn about the history and mindset behind the creation.
E.g Powerbi was developed from Excel. Why was it created? 

@DataFestAfrica 
#datafestafrica2022 #datafestafrica #datafam https://t.co/WvkBxCRAdP",Nigeria,3,13,#datafestafrica2022 #datafestafrica #datafam,learn tool effectively first learn history mindset behind creation eg powerbi developed excel created datafam,negative
1580865329466466304,2022-10-14 10:17:20,"Data Analyst kids at @DataFestAfrica 

I learnt from @dbrownAnalyst to always ask questions; never be afraid to ask questions. #DFA22

@Yinkaoke @TheDataEngrDuke https://t.co/V5RQ4HnOrI",Akure Nigeria,1,16,#dfa22,kids learnt always ask questions never afraid ask questions,positive
1580865123912011776,2022-10-14 10:16:31,"My key take away from David Brown's session - Be consistent! And Don't stop thinking! 
#datafestafrica2022
#datafestafrica",Lagos Nigeria,0,0,#datafestafrica2022 #datafestafrica,key take away david browns session consistent dont stop thinking,positive
1580865073441931264,2022-10-14 10:16:19,"I learnt from @dbrownAnalyst session that Data should be centralized, accessible to the average end user, and Optimized.
I also met this gem today @oluwa_tosin__ 🫶🏽#datafestafrica22

@DavidAbu_ @DataFestAfrica @TheDataEngrDuke https://t.co/UtRAq0rTAQ",A happy place ,0,9,#datafestafrica22,learnt session centralized accessible average end user optimized also met gem tosin,positive
1580865035110612992,2022-10-14 10:16:10,"Live @DataFestAfrica 

Be Purple 💜

#DataFestAfrica22 #DFA22
@Yinkaoke @TheDataEngrDuke https://t.co/d7Kom7Fpt3",Lagos,0,4,#datafestafrica22 #dfa22,live purple,positive
1580864994840743936,2022-10-14 10:16:00,"We're here. The sessions are 🔥🔥🔥

@DataFestAfrica kudos for a job Weldone.

#DataFestAfrica2022 #DFA22 https://t.co/BQMxBRm1Rt",Lagos Nigeria,0,5,#datafestafrica2022 #dfa22,sessions kudos job weldone,neutral
1580864944773693442,2022-10-14 10:15:48,"Your Analytical skills is not enough; Build a domain knowledge- Najeeb Sulieman
@DataFestAfrica
#DatafestAfrica22 #DFA22",Anywhere Peaceful,1,4,#datafestafrica22 #dfa22,analytical skills enough build domain knowledge najeeb sulieman,neutral
1580864851697553408,2022-10-14 10:15:26,"Technical skill is common, Domain knowledge is not..
Thank you Najeeb Sulaiman
@Yinkaoke
@TheDataEngrDuke @DataFestafrica
#datafestafrica22",Lagos Nigeria,2,8,#datafestafrica22,technical skill common domain knowledge thank najeeb sulaiman,negative
1580864832210817024,2022-10-14 10:15:21,Knowing how to derive insights is not as important as knowing the insight to derive - Najeeb Sulaimon #datafestafrica2022 #datafestafrica @DataFestAfrica @Yinkaoke @TheDataEngrDuke @DavidAbu_,Nigeria,0,3,#datafestafrica2022 #datafestafrica,knowing derive insights important knowing insight derive najeeb sulaimon,positive
1580864796542439424,2022-10-14 10:15:13,"Domain knowledge is more important than knowing thousands of tools.. 
#datafestafrica2022 
#DFA22
@DataFestAfrica",Nigeria,0,1,#datafestafrica2022 #dfa22,domain knowledge important knowing thousands tools,positive
1580864733670170626,2022-10-14 10:14:58,"Currently live at #datafestafrica2022 #DataFest22.
And it's been amazing so far 😍😁💃
@DataFestAfrica https://t.co/xmv3cuXQ3g",No location,2,6,#datafestafrica2022 #datafest22,currently live amazing far,positive
1580864680285069313,2022-10-14 10:14:45,Knowing how to derive insight is not as important as knowing what insight to derive 💡#datafestafrica2022 @DataFestAfrica #dfa #dfa22,Somewhere,0,0,#datafestafrica2022 #dfa #dfa22,knowing derive insight important knowing insight derive,positive
1580864593727229953,2022-10-14 10:14:24,"Dr Jania Okwechime @DataFestAfrica 
#DataFestAfrica22 
An insightful session https://t.co/1VmRscJLp9",No location,1,3,#datafestafrica22,dr jania okwechime insightful session,neutral
1580864486705008641,2022-10-14 10:13:59,"Second speaker - Mr. David 
Data Problems:
- Data being siloed.
- Complex governance due to poor Data mgt.
- Data inconsistencies 
- Duplication et.c
Solutions:
- Centralized shared datasets
- Endorsement 
- Make it discoverable et.c 
@DataFestAfrica #DatafestAfrica22",Anywhere Peaceful,1,3,#datafestafrica22,second speaker david problems siloed complex governance due poor mgt inconsistencies duplication et.c solutions centralized shared datasets endorsement make discoverable et.c,negative
1580864476756475910,2022-10-14 10:13:56,Live @DataFestAfrica with @Abioye_bolu1501 🤭💃 https://t.co/kkDmXGR98K,Lagos Nigeria,2,25,,live bolu,positive
1580864466178039808,2022-10-14 10:13:54,"Knowing how to draw insights from Datasets is not as important as knowing what to do with the data. Domain knowledge is KEY!! @DataFestAfrica
#datafestafrica2022 #DFA22",Nigeria,0,0,#datafestafrica2022 #dfa22,knowing draw insights datasets important knowing domain knowledge key,positive
1580864302948372481,2022-10-14 10:13:15,Live @DataFestAfrica #DFA22 #datafestafrica2022 #datafestafrica https://t.co/9p8loodwUg,,1,11,#dfa22 #datafestafrica2022 #datafestafrica,live,positive
1580864205905104897,2022-10-14 10:12:52,"enjoyed the @dbrownAnalyst  session
My take home is to learn where anything comes from

If you are a participant, you need to come to enjoy all these knowledge 

@Yinkaoke @TheDataEngrDuke @DataFestAfrica
#datafestafrica2022 
#DFA2022 https://t.co/ivjspuqdTb",No location,0,5,#datafestafrica2022 #dfa2022,enjoyed session take home learn anything comes participant need come enjoy knowledge,positive
1580864199403503616,2022-10-14 10:12:50,"Domain Knowledge: A Catalyst To Data Career Advancement by @beejan99
@DataFestAfrica
#DFA22
@DavidAbu_ @Yinkaoke @Opiano_1 @saltypip",Lagos,0,1,#dfa22,domain knowledge catalyst career advancement,neutral
1580864118411534336,2022-10-14 10:12:31,"""Knowing how to derive insights is not as important as knowing what insights to derive""

- Najeeb Sulaiman 
@DataFestAfrica 
#datafestafrica2022
#DFA2022",Lagos Nigeria,3,5,#datafestafrica2022 #dfa2022,knowing derive insights important knowing insights derive najeeb sulaiman,positive
1580863927822733313,2022-10-14 10:11:46,"You could be a lucky winner of a fully paid analyst bootcamp by @dbrownAnalyst @dbctraining for only Nigerian residents.

Find the link here:  https://t.co/Nk5neeKjxm

#DFA22 #DataFestAfrica22",Africa ,37,63,#dfa22 #datafestafrica22,could lucky winner fully paid bootcamp nigerian residents find link,positive
1580863500595113984,2022-10-14 10:10:04,"Be PURPLE 

@DataFestAfrica #DataFestAfrica #DFA22",Database,3,21,#datafestafrica #dfa22,purple,neutral
1580863412103708673,2022-10-14 10:09:43,#datafestafrica #DataFest22 @DataFestAfrica. We are learning something new. https://t.co/G08EseKIoI,Lagos Nigeria,0,1,#datafestafrica #datafest22,something new,positive
1580863361394565122,2022-10-14 10:09:31,"Nothing to see here, just 4 data professionals chilling among other data professionals. 😌
@ediaalexander , @its_Ponmile , @Marvis562958711 

#datafestafrica2022 
#datafestafrica https://t.co/v4ZQ5CPlrJ",Lagos Nigeria,1,6,#datafestafrica2022 #datafestafrica,nothing see professionals chilling among professionals ponmile,negative
1580863148583575553,2022-10-14 10:08:40,"One key word for customer service is ""CONSTITENCY"". 

Thanks for this insight. @datafestafrica. Thanks for bringing him. 

#DataFestAfrica22
#DFA22 https://t.co/1BVsWIzXHZ",Port Harcourt,2,10,#datafestafrica22 #dfa22,key word customer service constitency thanks insight thanks bringing,positive
1580862554783371264,2022-10-14 10:06:18,"Learnt a lot about data culture and teams from Mr David Brown session. 

Centralize, Democratize and Optimize Data 
@Yinkaoke 
@dreyddon 
Thanks @DataFestAfrica for this…Leggo 

 #DataFestAfrica22 https://t.co/AqIBP0WNON",Lagos Nigeria,5,18,#datafestafrica22,learnt lot culture teams david brown session centralize democratize optimize thanks thisleggo,positive
1580862190717804545,2022-10-14 10:04:51,"Yay, at last I just got to the conference center right now.
Lagos didn't want me to get enriched from the beginning but here I am getting domain knowledge about data engineer with Najeeb Suleiman @beejan99.
Shout out to @DataFestAfrica @Yinkaoke 
#datafestafrica2022 #DFA22 https://t.co/3pIeaDRQj6",Lagos Nigeria,3,22,#datafestafrica2022 #dfa22,yay last got conference center right didnt want get enriched beginning getting domain knowledge najeeb suleiman shout,positive
1580861899507347456,2022-10-14 10:03:42,"Key Takeaways from Dr Jania Okwechime Keynote Session @DataFestAfrica 
1. Know your onions! Knowledge is key
2. Drive a culture of innovation 
3. Follow your passion 
4. Be purple my friend!
@Yinkaoke
@TheDataEngrDuke https://t.co/Byu3tgPVw1",Lagos Nigeria,6,26,,key takeaways dr jania okwechime keynote session know onions knowledge key drive culture innovation follow passion purple friend,neutral
1580861868159406085,2022-10-14 10:03:35,"Lesson:
Bringing all your data into a single source of truth is the first step of imbibing a data culture in your organization.
#DFA22
#DataFestAfrica22

@TheDataEngrDuke @DataFestAfrica 
@Yinkaoke https://t.co/pu0wTFI9Lb",Nigeria,1,2,#dfa22 #datafestafrica22,lesson bringing single source truth first step imbibing culture organization,positive
1580861833824464896,2022-10-14 10:03:26,"Standard deviation is basically deviation from the standard. EASY! 
@RoyalTemi_ @mitchelle_kayy @YINKAOKE @DataFestAfrica
#datafestafrica2022 #DataFestAfrica2022
#DataFest22 https://t.co/gfjQmF5iAn",Lagos Nigeria,3,11,#datafestafrica2022 #datafestafrica2022 #datafest22,standard deviation basically deviation standard easy kayy datafest22,positive
1580861458229121025,2022-10-14 10:01:57,Such an insightful section from @dbrownAnalyst at @DataFestAfrica #datafestafrica2022 https://t.co/tCfgFaKrbw,Lagos Nigeria,8,37,#datafestafrica2022,insightful section,neutral
1580861401932800000,2022-10-14 10:01:43,"At the @DataFestAfrica with @nerodata_, just listened to @dbrownAnalyst session and one of the major thing I took out of it,  was the importance of setting metrics for your business as they are the keys to answering any business question https://t.co/YmwfY88xsb",No location,9,79,,listened session major thing took importance setting metrics business keys answering business question,positive
1580861317421748224,2022-10-14 10:01:23,#dataFestAfrica2022  join in now https://t.co/HckeoW3qMO,No location,1,1,#datafestafrica2022,join,neutral
1580861151088214021,2022-10-14 10:00:44,"#datafestafrica2022 
As a data person, BE PURPLE. It's not just the technical skills, you need to be able to align them with the business needs and that's where the soft skills come in. 
That's a snippet of what I have learnt today... More to come.
@Yinkaoke @DataFestAfrica https://t.co/MF5R3oLmjc",New Zealand in Jesus name ,3,17,#datafestafrica2022,person purple technical skills need able align business needs thats soft skills come thats snippet learnt come,positive
1580860890915577857,2022-10-14 09:59:42,"What have I learnt so far?
1. If your code can't solve any business problem, it's useless.
2. Data is not just a science but an ART
3. What every customer wants is CONSISTENCY.
@Yinkaoke #datafestafrica2022 #DataFest22 @DataFestAfrica https://t.co/XfyBeUq6ZY",Lagos Nigeria,2,10,#datafestafrica2022 #datafest22,learnt far code cant solve business problem useless science art every customer wants consistency datafest2,negative
1580860872221544448,2022-10-14 09:59:37,With the beautiful @utoboong @datafestafrica @Yinkaoke #datafestafrica22 https://t.co/TF2zOwIw7h,Lagos Nigeria,1,4,#datafestafrica22,beautiful,positive
1580860834502221824,2022-10-14 09:59:28,"If you are unable to make it down to #DataFestAfrica22 live, it's fine.

Here is the link for all online audience :

https://t.co/kKcjhyQSih

#Data #africa #tech #datafestafrica2022 #datafestafrica",Nigeria,1,0,#datafestafrica22 #data #africa #tech #datafestafrica2022 #datafestafrica,unable make live fine link online audience africa tech,positive
1580859321898143744,2022-10-14 09:53:27,"A data driven culture is on that utilizes data to enhance their teams insight and NOT replace them.

An address by @dbrownAnalyst at @datafestafrica.

#DataFestAfrica22
#DFA22",Port Harcourt,3,7,#datafestafrica22 #dfa22,driven culture utilizes enhance teams insight replace address,neutral
1580859051495546880,2022-10-14 09:52:23,"Your Tech gurls are coming in hot ..
@laraenibuck @detiwa_ @Babiepraiz 
@DataFestAfrica #datafestafrica2022 https://t.co/LWWDEqxFC0",Lagos Nigeria,3,4,#datafestafrica2022,tech gurls coming hot,positive
1580857896254205952,2022-10-14 09:47:48,"En route @DataFestAfrica #DataFest22 #datafestafrica2022 

Let's meet up there https://t.co/8Y0M9k5EkA",Ogun state,1,16,#datafest22 #datafestafrica2022,en route lets meet,neutral
1580857882744000513,2022-10-14 09:47:44,Na here we dey even though we couldn't be physically present https://t.co/ErPWTK2Io9 https://t.co/b9ZQhwtqBC,Federal Capital Territory Nig,3,9,,na dey even though couldnt physically present,neutral
1580857666586361856,2022-10-14 09:46:53,Standard deviation is deviation from standard hmmmm #datafestafrica2022 #datafestafrica,Lagos,0,1,#datafestafrica2022 #datafestafrica,standard deviation deviation standard hmmmm,neutral
1580856812664156160,2022-10-14 09:43:29,Every customer wants consistency. Extract from @dbrownAnalyst presentation @DataFestAfrica .,No location,0,1,,every customer wants consistency extract presentation,positive
1580856541343010816,2022-10-14 09:42:25,"You can stream @DataFestAfrica live.

https://t.co/NQW15VoEQf

#DataFestAfrica22",Enugu Nigeria,1,2,#datafestafrica22,stream live,positive
1580855751920128000,2022-10-14 09:39:16,"""AI is nothing without Data, and Data is nothing without Data Management - Dr Jania Okwechime""
What a beautiful  Opening keynote session by @janiaokwechime, 
Can't wait for more sessions.@TheOyinbooke ,@DataFestAfrica  #DataFestAfrica2022",Ile Ife Nigeria,6,36,#datafestafrica2022,ai nothing without nothing without management dr jania okwechime beautiful opening keynote session cant wait sessions,positive
1580854751612530688,2022-10-14 09:35:18,"Can you locate me?

We are here🥳...

Be the Purple Person💜
@DataFestAfrica
#DataFestAfrica22 https://t.co/YHwbcOjE1S",No location,0,6,#datafestafrica22,locate purple person,neutral
1580854188560424964,2022-10-14 09:33:04,"If everyone in the world is a data professional can we  ingest all the data generated per day in a day?.

No!

About 2.5 quintillion bytes of data is generated everyday.

#DataFestAfrica22
@DataFestAfrica",No location,2,7,#datafestafrica22,everyone world professional ingest generated per quintillion bytes generated everyday,negative
1580853535977005056,2022-10-14 09:30:28,"2nd keynote Speaker @dbrownAnalyst  
Topic Building Data Culture and Teams
@DataFestAfrica @Adewaleanalyst #DFA22 #DataFestAfrica22 @DavidAbu_ @DataGuy__ @TheOyinbooke @Yinkaoke @saltypip",Lagos,3,13,#dfa22 #datafestafrica22,nd keynote speaker topic building culture teams,neutral
1580853413910544384,2022-10-14 09:29:59,My sister is speaking today @DataFestAfrica 🙌🏾🙌🏾 https://t.co/5uAEyiLGuq,urlspy,0,3,,speaking,neutral
1580852131854106624,2022-10-14 09:24:53,"Dr Brown Envelope is here 😂 @NaijaFlyingDr 

#DataFestAfrica https://t.co/wv6TUtHOxc",Lagos Nigeria,4,14,#datafestafrica,dr brown envelope,neutral
1580851645692358657,2022-10-14 09:22:57,"Dr Jania Okwechime (1st Speaker) Takeaway notes.
@DataFestAfrica
- Know your onions
- Drive a culture of innovation
- Follow your passion
- Be a purple my friend. 
#DatafestAfrica22 #DFA22",Anywhere Peaceful,4,7,#datafestafrica22 #dfa22,dr jania okwechime st speaker takeaway notes know onions drive culture innovation follow passion purple friend,neutral
1580850310565679104,2022-10-14 09:17:39,"The previous link ended.

Please use this now.

https://t.co/PUrXJVtHB3 https://t.co/lzSgL6lCym",Africa ,7,10,,previous link ended please use,negative
1580850043661168640,2022-10-14 09:16:35,"Finally here 💃🏾💃🏾💃🏾 @DataFestAfrica  
#DFA22 #DataFestAfrica22 https://t.co/uyIjCRGTzm",Database,2,30,#dfa22 #datafestafrica22,finally,neutral
1580849992675123200,2022-10-14 09:16:23,LIVE at #DataFestAfrica https://t.co/R8kgJQ2u7k,Lagos Nigeria,7,129,#datafestafrica,live,positive
1580848868480409600,2022-10-14 09:11:55,We are here live @DataFestAfrica https://t.co/L4mhHzwQkp,Lagos Nigeria,10,68,,live,positive
1580848856681832448,2022-10-14 09:11:52,This is what @Shuttlersng has done to me while my mates are in @DataFestAfrica I am still here at 10:10am waiting for my shuttle they haven't even picked me yet. 😪I'm going crazy. Not leaving my house by 7am yet I'm still here. #datafestafrica https://t.co/RdGTVNy3Hm,Federal Capital Territory Nig,0,1,#datafestafrica,done mates still waiting shuttle havent even picked yet going crazy leaving house yet still,negative
1580848855934869505,2022-10-14 09:11:52,"Online audience signing in for @DataFestAfrica conference from 🇨🇦. You can watch with this link

https://t.co/BgcQotCR17

If link fails at any point, details below. 

#DatafestAfrica22 https://t.co/jLxkHTcUQM",Toronto Ontario,36,127,#datafestafrica22,online audience signing conference watch link link fails point details,negative
1580847911797415936,2022-10-14 09:08:07,"We're live🥳 @DataFestAfrica 
#DataFestAfrica2022 
@DavidAbu_ https://t.co/g320ulP85h",Ba Sing Se,0,1,#datafestafrica2022,live,positive
1580846800386551809,2022-10-14 09:03:42,"An insight driven organisation  means integrating  strategy people process data and skills  
#DFA22 #DataFestAfrica22 @DataFestAfrica @saltypip @DavidAbu_ @tu_babs @Opiano_1",Lagos,6,13,#dfa22 #datafestafrica22,insight driven organisation means integrating strategy people process skills babs,neutral
1580846504960745472,2022-10-14 09:02:32,An insight-driven organisation is one that prioritizes Insight over instinct.  #DataFestAfrica,I prefer not to speak,0,1,#datafestafrica,insightdriven organisation prioritizes insight instinct,neutral
1580844760490655746,2022-10-14 08:55:36,Live at @DataFestAfrica ☺️ Let’s connect 🤝 https://t.co/VNKsNCWh3C,Lagos Nigeria,0,3,,live lets connect,positive
1580844110029938690,2022-10-14 08:53:01,"#datafest#datafestafrica
Day 1
Definitely glad I made it 😅💃🏾 https://t.co/dXNcNtgVtf",Lagos Nigeria ,0,4,#datafest #datafestafrica,datafestdatafestafrica definitely glad made,positive
1580844092485140480,2022-10-14 08:52:56,"Live at the @DataFestAfrica event.
I'm seeing beautiful faces around. I'm glad I made it.
If you see me, just smile and say hi 😁
@seyiflawless I'm yet to see you
#datafestafrica22 #DFA22 #DFA https://t.co/nCdyEaISSL",No location,0,7,#datafestafrica22 #dfa22 #dfa,live event seeing beautiful faces around glad made see smile say hi yet see,positive
1580843953850839040,2022-10-14 08:52:23,"You can stream it now
💃💃💃💃💃💃 https://t.co/3PFdye6TYO",Durban South Africa,0,0,,stream,neutral
1580843544004431872,2022-10-14 08:50:46,"Keynote session by Jania Okwechime 
Topic Leveraging data to drive business value and Outcomes 
#DFA22 #datafest22 @Yinkaoke @DataFestAfrica @DavidAbu_ @TheOyinbooke @Opiano_1 @saltypip @DataGuy__ https://t.co/aNA9317Udv",Lagos,5,15,#dfa22 #datafest22,keynote session jania okwechime topic leveraging drive business value outcomes,neutral
1580843505005789184,2022-10-14 08:50:36,"It's about to go boom

#DFA22 #datafestafrica https://t.co/AVNaqkZ4Xc",Nigeria,0,4,#dfa22 #datafestafrica,go boom,neutral
1580843371983040513,2022-10-14 08:50:05,For people like me that couldn't make it for #DataFestAfrica22 https://t.co/nWOxF93xlc,Nigeria,0,2,#datafestafrica22,people like couldnt make,neutral
1580843285933084672,2022-10-14 08:49:44,Live stream https://t.co/TqPnshNJRM,Cave Adullam,0,1,,live stream,positive
1580842870050725888,2022-10-14 08:48:05,"#DataFestAfrica22 is LIVE

Are you on your way? We can't wait to have you....

You can stream the event here: 

https://t.co/CcO72uxYuc",Africa ,58,139,#datafestafrica22,live way cant wait stream event,positive
1580842416868769792,2022-10-14 08:46:17,Welcome speech by @AyoOluleye https://t.co/z1OVuVABfO,Africa ,5,14,,welcome speech,positive
1580841161316438016,2022-10-14 08:41:18,Well glo isn’t anyones mate 😢.. said sarcastically 🤧.. and who doesn’t need a mifi https://t.co/PkQz1rbE1c,Heaven,0,0,,well glo isnt anyones mate said sarcastically doesnt need mifi,neutral
1580840212355518464,2022-10-14 08:37:31,Welcome speech by #Datafest22 @AyoOluleye #DFA22  @DataFestAfrica https://t.co/Hh7LjAjtTv,Lagos,2,14,#datafest22 #dfa22,welcome speech,positive
1580837836483239936,2022-10-14 08:28:05,"Live at DataFestAfrica 2022

Great gathering of data professionals and enthusiasts in Nigeria and Africa.

The boom is here

@AyoOluleye Gift Ojeabulu a job well done

#DFA22 #DataFestAfrica22 #data #africa #nigeria https://t.co/7VNHw7RUKl",Lagos,1,1,#dfa22 #datafestafrica22 #data #africa #nigeria,live great gathering professionals enthusiasts nigeria africa boom gift ojeabulu job well done africa nigeria,positive
1580837399479062529,2022-10-14 08:26:21,Find me @datafestafrica #datafestafrica22 #DFA22 https://t.co/hkb1a51aTP,Lagos Nigeria,11,213,#datafestafrica22 #dfa22,find,neutral
1580836576120033280,2022-10-14 08:23:04,"Let's start!
@DataFestAfrica #DataFestAfrica https://t.co/kSA0gIvZlP",Lagos Nigeria,1,2,#datafestafrica,lets start,neutral
1580835974816284673,2022-10-14 08:20:41,All road leads to unilag for @DataFestAfrica  @thatswilliams_  and I got to meet while we were waiting for our shuttlers. Brt to the rescue though #DFA22 #datafestafrica2022 #DataFestAfrica22 https://t.co/yznZChu66Z,Lagos,0,12,#dfa22 #datafestafrica2022 #datafestafrica22,road leads got meet waiting shuttlers brt rescue though,neutral
